იტალიასთან	იტალი ასთან
ლონდონისა	ლონდონ ის ა
ამერიკელებმა	ამერიკელ ებმა
მზადდება	მზადდებ ა
საცოლე	საცოლ ე
მიწებიდან	მიწ ებიდან
წარმოქმნიან	წარმოქმნ იან
სუბალპური	სუბალპ ური
თარგმანის	თარგმან ის
უესტი	უესტ ი
იზომორფული	იზ ო მორფული
დირკ	დირ კ
შაქარს	შაქარ ს
გადააქცია	გადააქცი ა
ახალგაზრდას	ახალგაზრდ ას
მოხსნებით	მოხსნ ებით
ესენინმა	ესენინ მა
ლექსთა	ლექს თა
პატრონიკეს	პატრონიკ ეს
იბერია	იბერ ია
იგულისხმებოდა	იგულისხმე ბოდ ა
